acc,drs
SRR1596894,66ed9de6f612f00979c75b39e35bfd22
SRR1596940,5d7be1fc965594c9d1436e5c38922e07
SRR1597229,6c59293ec410230b6cf5846c40ed145d
SRR1606476,a05127c71ca4aaf798f2bc1194cf80a4
SRR1599799,2ad7ce997b519dcbf40ba4e89ee4c4c8
SRR1597139,4528239b392ba30f69ec4491ab9eb472
SRR1597145,e3c260970a095772070372388cac8e4c
SRR1597398,c0f14170707647bba1074563ada8c76a
SRR1605129,b081dba15c916fb815ba0f03707cca64
SRR1601190,1194284d7aa787add4161ccc6fb280d5
SRR1601370,f6f1eda2d630d035f6e79acecb851413
SRR1605178,cc93a3b615840c2ec7959c3fa30037bb
SRR1600150,46b638932bada034d5ec393d8ec17e73
SRR1597267,90f3a213cff55158d838c38ee6f5e899
SRR1597366,98d016cca7fa02717077775af0b930d4
SRR1600093,e33100780b8c75ee5b52f56810c5e2c9
SRR1604367,1ab6479c81abfffdf2fd9059f5e8dfc1
SRR1598514,32a8998c603c618543aa3706790f3bb9
SRR1600409,a717efd38e61bc15c74cadfdb9d702f0
SRR1600446,5e1d170765fd86ab10acd4a456c90f07
SRR1596703,fb8b6d71408bc6df6dbb2867f63b4811
SRR1606867,b33166947a960b748d0857995121b9fe
SRR1599356,445f4bc4af11fa79b391d025397a0795
SRR1596768,1fc08de94fd4272aa8f895b229bb5bb6
SRR1596819,a753ae75e570e08247950b39193fcc45
SRR1596795,d47d624defeb236f083e31ea6d9f87ce
SRR1602054,3cbc5ac1fac7bf1dbf2a27b04132b5bb
SRR1601870,956985283ebfa1a6f04f7cb023a847e6
SRR1597882,fa0bcb0abe27fc292fde8d2ce2a878d5
SRR1601831,e0dbc7cf48d65b4a0b5f70cd3f28ac25
SRR1601780,4d42f421fb4619f7cb3f015c6e001d0f
SRR1597850,cd551b36e11dd9b128e3b791e8e53b4b
SRR1602079,f338a9391f62d6481182cd0a041bb6ba
SRR1601525,716fe91c213ce2f6965eb0f1f7185836
SRR1605579,698cf9a37a9b39062fda891e6deb2cc0
SRR1607080,79b9947e3aac1853fdd0ad9bc939516e
SRR1606668,7ffc0228bb260315e19195c82ea30f86
SRR1607131,85f4f8e9c16cb3d7f3c4c4a05a1af616
SRR1601734,3c8d8488a0f9e54180a65a8461950d69
SRR1596988,547757f1a429c1519c9a5066586c1c0c
SRR1597763,832a04119acd8114f910fcd50100e1f7
SRR1597781,ca967ee3f7970d2c783abe7204fddfaf
SRR1598323,145297db85f4849d762884aaec341003
SRR1597965,a8e1568aa3de80a9a4af657b34ca2ffb
SRR1598380,d5ace9b1809c5ffc6ebd672f2616c1fd
SRR1604749,d11df11c1fde1fa32a44c3a09632a1a4
SRR1603607,cbfc915d270b11b2637d3ba86ab8b447
SRR1598135,d50e1c6591f41686a460571e2dad051a
SRR1598436,3c2e925c35a472d22e4fe13db9000a53
SRR1597950,d722082f14e7508e6b24f20839b4efa7
SRR1604303,4daa08f6d1d8b6b5f8fd137d4b5d25df
SRR1603305,69bfab8eb2a06048d6e64d1663c57ab7
SRR1598271,fcef7b550b10d02b9bbe025dc879dfb3
SRR1603616,9f3969c3b56f20e305c7832d117d3ee1
SRR1598223,90f547b15210b21bbaa7bfea1acd2d04
SRR1606428,2804c9520331d8b8c732ab94dd22a937
SRR1603139,2755c692a76b7eabe067f02dfefdfeac
SRR1602773,2b11cb12ef91874d23152f94ad0f19cc
SRR1603043,f77edf57c87913fd528e251d8c1824c1
SRR1601128,b5ff077c6d7cc3101695685b51e89144
SRR1598512,f48b1ae594eb8d69ddbf78e64e7078fc
SRR1604537,d1a85f94ab0e5b31c97ea97aa3fdc7dd
SRR1607237,d47bd067e29a6d5eef7c7c584a901adc
SRR1603359,e7dc47db0fb8f2279c4a717974696778
SRR1597942,23aeecf58bdb7b9a42ea6481990a600f
SRR1607263,6ecc06aba6f5bf215c957deb4dca1050
SRR1597979,ccb3a7edee0f31c668f41998346b5459
SRR1601912,ea74d21084f36583b8cba8bdb1b2f7b0
SRR1598525,168bf619f21dbe7fdeeac61c08de5da1
SRR1598014,7a3cf88620bdf8677e3f21cf49f6100d
SRR1600521,098680f62752a6f44355a3bb6ccbb4d7
SRR1597906,758e6bac64e112768837b284a4523cfe
SRR1598002,be12f32fffa6007e5b964f4ed3bcf3e3
SRR1601947,b20be52df6dac9a7d810863c064eef27
SRR1599335,886105ea4e776af773367fa0aa3a4cac
SRR1597827,37bc33a3f7435ad04ed87238a150ca00
SRR1597625,8014bd18c754a7614fc190aa051dd540
SRR1597608,f3c4992486c79693b5e91301ee142f81
SRR1597286,6943fa1248f3b208a061504263cda764
SRR1597512,581f08aac1128ba8cd59ccab109b6000
SRR1597519,97e5cf87ca238706a684e58f371c66bc
SRR1597436,30990f9ac67fdd158e5da25530155feb
SRR1601694,4a290412da2c406e89415b5b75407c1b
SRR1601692,efe5b7567d73f3d848f2253ab2573000
SRR1606760,eba41cb28d4db3ceab084809af219277
SRR1606637,653b74f59d9b9f9e6edf70899b32cf83
SRR1606896,efa29e08916672b6a70e61aac2317121
SRR1600743,cf7f3ac17a71ad4ba96e2fd162deb93c
SRR1601553,f966bfca9709138ac75744151f4de8ff
SRR1601647,6e9c487efee4564fbf502026d7b1fafa
SRR1610641,fdde7f04964fac2a22db65ae9fabc5db
SRR1600634,8294224ce53aaa3979a668a8154df2ab
SRR1600631,c142ba86f861dd0b5221f5880a6d305e
SRR1600795,377f457cae71f3bd7b36f3c3d3123524
SRR1606584,6295518dc6e0d3c2f80040a9cc28ca6d
SRR1604679,1e574e3ab2303a4e51d5697e04752cd0
SRR1606461,085e7e13a2cecaddcd7b09f4b4e84039
SRR1600722,0ec32144838832390db53fa3d3fc1ab1
SRR1600636,2e4cbe9dc40bda33fd56e23d0b79637d
SRR1602364,82afb45e52f7a177dd05e44d655bdd66
SRR1606780,9c7a1fe24a5ea86ce12fda02971148a3
SRR1606720,f3df7171815a70e5874fdb9187e1e0d2
SRR1606585,0a212204474db0a23a8466341248ee9e
SRR1600899,e4436a71d805adf4ebb7bdbc04521b91
SRR1604671,37b6b234383ed7672094d8f74c3f6b88
SRR1606551,e9355f3efc3aee548e3f3592ba2fb454
SRR1607165,192e65cdbbf224f126f5a43bf920e09e
SRR1601253,6d19263c4449efa61d1061a7c3867161
SRR1606385,df8ce9c5819bfb6e4bbce54e05854d92
SRR1596977,d524bbe2b6c82949531f6e77c6ee650f
SRR1597042,6c22154eebcdbe6e02fdff15ae1776e6
SRR1606540,4d888b44c191e4261fa9165a19f77f72
SRR1596969,6e411cd82643cd5e1c02709c65b9848c
SRR1596891,3573373e8d5d6089e001f8421e922fa9
SRR1596887,601d7f0ec3557f59d0a231d6cf9b661b
SRR1596881,a2f24843fbd4e758d41cfcbf71edb1c1
SRR1596907,f96eb2bc83d61f049119f1ae6d216313
SRR1596945,c76eb46ea2faad35a621c9ceae5c4a24
SRR1597151,ebd84c0ca5bd037fde577c6854f8a2c8
SRR1600819,7ea49c96d7bb6ce7e70e2b8535cbda16
SRR1597259,38b7bf8c19d6dd67d959fde0e7f4dd7b
SRR1597623,4680dd05bba8c72e6c85fae5dd8ae1f1
SRR1597429,3a44adff4932041d7faee5e654a4702f
SRR1597717,971bd37941145444bed6036d66822753
SRR1597706,d6e665bab7af218b14dda2957907a177
SRR1600587,5c056b3cd4d3b8ff0e87f8d7baa7aef9
SRR1600574,1b608107a61bd78a3cd00acb14c95ba9
SRR1604169,8da33d3f4fc9b5de4e0bbc2e0e0d5110
SRR1600510,1967f741b39eee03d3bbcf3cab14c3ad
SRR1596674,64921bf91b3ef9a13f263e37bedd0ffa
SRR1596830,8241370c70678626be3c2e19589bad51
SRR1596792,6e1d6a95780b40f57b614db8c1e6b3ee
SRR1604757,54bf8382856793b0cd0d0effd9cad082
SRR1601904,5cc56da3a0580dea24b53c44f45d0950
SRR1597856,5add78881bf0c695904b94240503b6ef
SRR1601868,da41c69b39e54e2b8782baf7e48613c2
SRR1597839,a5a52f579d4461351f22d05873f6f5da
SRR1601898,24a76e1f2d583748f0c99be831e8405a
SRR1601945,afc3baade310699061fcd6dc8b4aba4b
SRR1606342,79eb4be649c621d6889314c0d634531a
SRR1600891,bcbe75b5d7657d79ae64c21f6a24e9f9
SRR1602218,623114a097b60a118007a0deef2f6555
SRR1606362,fe7dc582c535b4187e91a2e594e18939
SRR1605532,2e6278b2919009b8a024c6af9060672c
SRR1596987,de37e90ebd73de82410f40d62c2ec71f
SRR1597789,9aa3ca64f1541027757aea546f6e4a28
SRR1601754,075dd1e81966e520537023b5bcd73a8d
SRR1597735,f347e3d51a48b0d9057a129aa6102dc1
SRR1597749,1ec4f6f2b39d7ebaa04286509b06aced
SRR1597784,184540e2c7f806a4a15410839b5ec924
SRR1598307,d1f115bcfbdcd0930ccbd71f8787960f
SRR1598331,5f049d90c4f22a3e47efd6144baf8104
SRR1598348,818cfcb108f46b075dd97392647ce4bd
SRR1598399,0d0e0e938c3fc36079f0923c32fd7815
SRR1598377,b389b04757a5ea1e500a0eb827edd212
SRR1598302,3b49f795eefda698a412f88198ae8644
SRR1598152,2ca195a77d4ae3b88e435fd5e52b0723
SRR1604105,2963d949a3275ae252685974a671f7be
SRR1598211,189d34f3233384918762dcbc242ce377
SRR1598156,24c92529b38123cf410b1d6035dad302
SRR1598168,8d9428bb624c11fcde633f5038bd4ed9
SRR1598108,ccd012a5ac0f6f229c46080efb413d38
SRR1606449,5b39492a7fd10a563c202e2759535551
SRR1601333,f938f44d1753c7efa57c48f73f01dee1
SRR1604464,65a97d9ee3b39c506843620ca33727dc
SRR1604121,2471e535275705a0b272b58e3e061f9f
SRR1602836,ed4270614e59867e7f996ce68aa8d166
SRR1603394,6696fad44717e3c3261d1d961410c42c
SRR1602830,b2ef65a820f8827df8b6e64e20b21e9b
SRR1603987,fb2045d329ce798a87a0fc25a6a6df26
SRR1598028,cd9b1670b31814c3cb6a47139f52261d
SRR1604466,ae4053886244134b171a0cfc2dd4d64c
SRR1598460,a5a399a790201fdf2c7445416774d8f8
SRR1606713,a86e55eff51fec91de4269084fec157b
SRR1606591,c54362c4ea7532719baa343178129664
SRR1598060,d6b0b88a878c085190d39af4d0783ccd
SRR1602794,839b79bd492295b0d7d13d7dd65e0450
SRR1602855,ead4f58f7ca2307d7fcecb91b5904879
SRR1601133,974d7a5ba9102c6214a9deb2757555f8
SRR1603440,260a1d4d116a89f494478a0de654d13c
SRR1602066,94b7f663ba7531cb2b361cc14ccb0dd2
SRR1601175,353058581b78c8dc658d65462e9dc28a
SRR1598593,92fbfa81d53164e6f6b28cb07d5068ae
SRR1601941,b178cf9023cd7dab9f824ee5cb114b03
SRR1597928,15faa425b6f949822344d6bb68cad906
SRR1598588,2624b199b4140597c347daf7d5ab3e8d
SRR1598083,fc0b3630292e36ac982b5afd52419853
SRR1600528,8904aa12d051e8eb3a739587f0c4418a
SRR1598556,ae3d025b4375d97704d22f0961a559ae
SRR1596738,124f92676f11448287822b82cd4b9f07
SRR1604712,2da66092e2e04c737e003c5a5da41824
SRR1600496,9f9fb972aef5b59b02d3eaaaa82eb2ec
SRR1604669,eb1cb47eddebb68bcfe455289a08e525
SRR1601521,2c6b0bef48a8d82ae4b95af9097299ef
SRR1597643,b9b060a9d025e97752fac227cdc195cd
SRR1597598,6c388d20a1e9ec20abb61ce3d30dab7f
SRR1605667,b710010ac024ae2111b2a3e711b8dde1
SRR1601213,3fc81206d6451df7dec61487c49019b4
SRR1597538,859c4226a3c1045f4d084e1b0e6208d9
SRR1597427,a693181da0e8b48b2135df049077cf80
SRR1606638,9da5e28b23b42082c00f8730f8be25f3
SRR1606423,1cc396753da0be340335d183ef508d61
SRR1600762,898e50ff27ee078b243b6163bcf8b6d5
SRR1606353,f1f7a323e5a5ebeb7f859fe6e781e017
SRR1600764,83a997a9a838efa65685099a74511612
