acc,drs
SRR1601652,0aa6c7c7aee28c65e5cfa24b731e4bb6
SRR1600945,90f5764c94009e2d8a2a29532d1adc09
SRR1601627,14d7f5413fe8ed77c7cdac89a74c7e37
SRR1600608,56abd6d38f9bb6faf280e824b81a137e
SRR1600652,e164787ff251289dabf6e3078cdacf45
SRR1600650,880c85dafe65a8b2d7b530c292627758
SRR1602411,c94a6ae8e4d0a261dffca1e0bf7c2698
SRR1604687,b7eed73ba521125e07caa955656aa97c
SRR1600613,2524245f75c498e9d96b4f8d90ea8a48
SRR1600672,a1987361682cce68558c4c8772eb3996
SRR1606524,c4f2b1998003106872124e8e58295a34
SRR1602265,3c00df72faa7f683880cc980f690b30d
SRR1601578,a67c3a82b16069b92ef3a7f6ea106ec5
SRR1602353,4f73dd7d5dfec1da2cf3146a30697484
SRR1601604,a1760389cc7fc4e4cfa8d87c6ebae8a8
SRR1606371,f97385f6498befda0370cb558199c09e
SRR1606743,49100f9aa505eb958a21f663a2202c7d
SRR1606552,cb8da6c5fd1d569b2e4dfab7b4b49023
SRR1605643,3c4a7bff1846f8a3c615fe8034a42f31
SRR1596964,dbd28ee38455fa2b8eda43c3e39ba789
SRR1606497,794def1b7ec214bd6854da8e76d2c735
SRR1596921,a3ec82af7a44cca46e6be2568dbd0b0e
SRR1597079,063be92820a64d32296e98a7a088d2f9
SRR1596980,0b9d741dba50bf8e303edb029dceaaa9
SRR1597043,6b16da15d3a66c1ee882ae13fe69045f
SRR1597014,d8cced26e895404460422fafe9ccada4
SRR1597157,267593b4fe32a591d5857994c9452093
SRR1597235,dd25562d3d0fe8c0dbdfc565a2438431
SRR1607232,a32545935e08bc4f654e5eb2983621dd
SRR1600818,ce21cd1df9ce763ff71f36a1f34d3993
SRR1600843,e4e9bd6bd04c465b7860f1356208f2f1
SRR1597159,e29efe6e41a4aa7832c5cfeac61c7f77
SRR1597140,fb30a333fe1ee955f1026e14d85ca8ac
SRR1597228,a20b145afcf85278731de09238957ab0
SRR1605152,03c315ab26397d485ee60cc30e062dd4
SRR1605156,0910d9fe3f5bb7b0827157dde740da4e
SRR1599972,3a804e491144ac457d27463bcb2dbd57
SRR1605199,a05bf735bf6083af0218e8dd2b714bfa
SRR1597380,79af839e6c147c52dede1897ef780cd7
SRR1597690,daf4b1c60769e4ad1b20125d4ed8bb59
SRR1600580,e71444ca8467b65e947e0c26d14247ba
SRR1600437,0c7fee80719c5d2d31e74f27487a3fbc
SRR1600414,739c88758b2caf008bde60a78afcf927
SRR1596692,e79eece8f4b9f887f60815802f6c9026
SRR1602477,e88c5d676d570f65cf0811666e985414
SRR1606502,fe15d4d030c0f3b5453888f64a42f289
SRR1596804,8a03ca9b5c48a52960b99cd418ee0881
SRR1596782,c3e2d4cc90feeb42d682557b6570cc69
SRR1597876,6c81d3e8dd63103e259517cc620de023
SRR1598603,8dc6fa0d2ffab019c7f356e411f11ac7
SRR1602232,e0540b3f5205caacf5017a77dd02f241
SRR1606717,45bcd3893841aa033997174511e03813
SRR1605626,15554db4cccd310d1ecf7e3c47753167
SRR1606369,29dd2fd218de43e9648e872c42ad080c
SRR1602220,a1002dcb1409d784fa01874430d22364
SRR1597330,c29b7777109a5566c269ebdee9405fd9
SRR1597318,f9af6cbf907c6d05117034bf206195a4
SRR1597748,02d34afcab8452316816d1df0b6d6084
SRR1597747,fcc1526c47ed4385b56039809c304e59
SRR1597326,e8383c5b6691cf4c7206ba7a828082b4
SRR1598389,89a135abaef5790ef236d6e275c9e007
SRR1598438,cb389a6b935c4b11d0fbdb577cbdad4d
SRR1598313,e079431faf9aeb0916e14f628e00a144
SRR1603603,45c6dd54c5eaf675ab60cdfbeb877a80
SRR1597897,e1f379fa8987a8f28cb47423d6758744
SRR1603931,ca9d1ec86e94b52eee19cfb922272a5e
SRR1598172,5b65ca98a00ec94f4bb6b76a6d69dbab
SRR1603951,0ea846fb857d116aa64903179d36f7ee
SRR1606988,764e42b65bb866a6cfcb6d43afdcd4a0
SRR1604161,89990983fca35d7455cc1e6a3f3ebe24
SRR1598508,12c4d06fe2152ff2b8ee6311fe81dbf3
SRR1604488,8f3612d24b5e3824e00cbe94dd5df515
SRR1603638,041eaa8d1dba4e15a61a2327fd80c12e
SRR1601949,c793f6fd1403db6e5c1d415de2126715
SRR1598471,aa321528aa7cb58b65218f23a84fabad
SRR1598051,d7e5f82df9ae6a9f0442f65e66d1389a
SRR1597943,4db4a51c85f58815d4182da5a9140db0
SRR1598071,bc1186e344e517a3f21ba884a876c06a
SRR1598469,b67ecb4af1e3f9261392ed3f49f07574
SRR1598517,aa87630c4d0a498f8b9db7d8cbfc368b
SRR1603051,59246168fa6fd34968a8b24627c05e44
SRR1601138,775e77d7ca3c3cb197d50be4b6b9e61b
SRR1603069,bd113d7ebb8e5667f831fa65c1962238
SRR1596653,3a81b63711e706df5c044dd297505292
SRR1606962,5a451669ceb5bf94bf59cb52f322bd4d
SRR1597609,6ee00bc1b777f581cae07ef795b8c88c
SRR1600056,9112dbcbdad369c1b8ccc1a6f526fedc
SRR1605572,8bea847a693d609ef272798e616cd200
SRR1606749,acce1a77613a3c4566d03fdb6b9b3f69
SRR1597446,6888882f14a5c0731340ed1433eb38d7
SRR1606642,5f123a6f535287577d387c88a776c668
SRR1605537,d2006520160c597b7ac7bc49d302a904
SRR1606944,d811a7ce284a7140c9011720cf2af6be
SRR1601707,08f28403a9ffa70fa782804de4ae35c1
SRR1600738,c66341a7242028da2760259c59bd056f
SRR1607256,151d186348f1ed279ddf54cf0d62dfd4
SRR1601587,099bda2a73125b885d23411cba868b48
SRR1601624,59a0caa57b18ead28e0e79c92a9ad485
SRR1607026,72736a61fbd2f56ae85ab8dc891c0945
SRR1605606,8038d3b6bf8cdf420ed9789510a3c211
SRR1602288,4835a78e7a06c4cc9cda6b0c845c1285
SRR1600684,e5eb46a571222ebac6f3b8dc3e975fb8
SRR1602398,2164ac97d7bd6612f752a452c6b88425
SRR1600789,6efb89e15e8b9517800341ac8a1ff00e
SRR1600731,4fedd617dc92a72535c9451e9a9d3190
SRR1602272,24ed59e6f16794fd58733443aa9d0458
SRR1607235,5634f81e1e8941c0d80ce0bac2b4689e
SRR1607150,d71c1a13495ee76d25b37fec77a94b41
SRR1598177,e5e4baf6a707088c232024a445e4f945
SRR1601353,9288c0311dda163049b9676b5f547ec3
SRR1596994,4c6f68d697b967677e0b55564251eaff
SRR1606785,42fd0174ca98b7ed86ceb7ab2ddc6517
SRR1602199,9843bce7c19909c8654d23b915573e6d
SRR1606408,2d91636809ee46f04d807a2df24c5efe
SRR1602194,3a2bf65f2bd3f25dec32bcee208a2510
SRR1597004,2c8f0ce8e218d28e1b6f9dc3d48c02c4
SRR1597061,758652dff49971340b5e5096cebcedb1
SRR1596984,cd697ea17d7bb02d54ddefd7de5fa6c4
SRR1597007,1eb8d812184d8ee1619842b421d843cd
SRR1596924,851d7e79a229caf57a846670f64dabfd
SRR1599819,1eb9492876f8711634886f13482177fa
SRR1600824,940aec68a75a499958a537ba2989413d
SRR1600815,f816a73398f8a3067535172aecebe342
SRR1597255,261db4835086f300dd1cfd27369f5aed
SRR1597105,d8887039bfb96114f79631e441b734df
SRR1597169,f3fbde10dd017eaba4ee0d7face1d360
SRR1597721,cd42b162bb87c9a75e69ff5b6e4ced6f
SRR1597619,f7fc84a05b557d53645bdf364c071534
SRR1597674,d1f05318adf9c5378e383329c1e4ca31
SRR1607008,7280c1ca2c1db88087add436abd5d2c1
SRR1597355,35c7d965947f58f6ce2f4eb7481fc2ac
SRR1597370,ff4f84d12c86f9408696dbbfc1431411
SRR1597434,ee2ff5dbb3a99ba1cf3caff64dc436a9
SRR1603780,25e60c84edd17981620e94322575cc2e
SRR1600546,a2aef0602aee0a93397be71445794f43
SRR1600441,7137c35da4e08a4c08a675050a041412
SRR1596700,395ee9aff253afd27692a32d6d7411a5
SRR1599279,4febe888795c4243143c46811f7eb6c4
SRR1596773,697e24a15149a54093bdf0777a6af194
SRR1601812,2a2e9c1303501fa18efabee10156c732
SRR1601873,b58881eada0c579fffe91b6b61f3bce3
SRR1601787,d9d71927c513cc7f7c2a692db41caa1b
SRR1602154,310acde2f41c339f1ebdfbc252279890
SRR1596219,662aecc9370a4efa7af7c926ed411a06
SRR1607170,65452182ad39158ab2fb49484cf3e43b
SRR1607281,39881d5bcde6eb690655707005da9afa
SRR1606425,0ec072be656db714bf759049691b4d26
SRR1601735,034925e0705c5055bfb97cf2f571f6bc
SRR1599927,89d19354b2d0a05f6b895b7851543555
SRR1601753,4047b376ef6a4a90f541dba5c8de18cc
SRR1597788,02991641a51ccbeb449bd7aa187b08c6
SRR1597338,46a39dcf0284c99e178f1bd8eadbf2c9
SRR1598411,acd5b46bc4bcfdf809d504b196ba843a
SRR1598340,242e83ee5c115d1e264487ca5c155774
SRR1598236,21f9f667681cfe4fe527bb345f8d79c4
SRR1598442,f788afabfd07a12842a4f9b24c2faa8f
SRR1603488,9a48a9ec0139244933377b1b6d217238
SRR1598447,1b246ae604aa1146b5619164ec9aa244
SRR1598276,a6bc481adf6fced6376fcdd3ede00870
SRR1604195,f460b51093144b709b20b57e7aec6192
SRR1601326,2e1f0eb4808216aa80ec06622cb419b3
SRR1598189,95c0f864aea20ed05680757366991090
SRR1598113,76253434d07da58f0bc7a44e0a3cf836
SRR1606441,0d6cc0dadaa7c05bbba20689d21e0ef4
SRR1606827,b93ad1536cd068c4077cc609788a37e5
SRR1602947,33235758816b2e20e02c0a8e53bc7826
SRR1603802,9cecfd99e80394069060421dcf012aaf
SRR1606733,3920ad43364667d7b24476029da12a97
SRR1598019,60eee941af7d0b8ede2b45e9d715be5b
SRR1606873,124b9e5f3004076d4cff83081c2b5877
SRR1606910,a663b6e97fd47e2af5c2a6cbf5f4199e
SRR1598058,379123a285c1e7f882e1fb61da0cda8f
SRR1597923,5a92c681c2e57b85c9903a150c702e0e
SRR1598597,b70dd61d6112591cb3dc02ef5620398e
SRR1602877,2a22b342dfa6a5979da0b2dce3e7b2d1
SRR1601960,e9e347e33bb391ba61ec93915d54e694
SRR1600475,12620102dcc33b13b6cc8a57f3a38be7
SRR1600457,61b38f0b0d050e71138cc7ccbdd032d8
SRR1599336,7239e5f336f27bbcd038d50419358fda
SRR1601513,541bdeae6086d7d7fe13a2609f2a5a7f
SRR1597537,fdc3789739906a8b192ea2ad7d72e789
SRR1597292,a5981a7924f9c00cf89c11777ab75bed
SRR1597515,162c185e91571f26f19a8bce512f3618
SRR1601567,92df2b9f2f76c3358692bc0c7d74bf8e
SRR1604710,aadefd2f8dd376dc080000dfbdc618d5
SRR1606892,bbe22c2c7a8cad3d68e83b56c8649777
SRR1601378,b94293627a664b986d6610d449bed952
SRR1606730,a90a99e4f27c91a35e7c49033db1adbd
SRR1600626,dd6bfbb1c6c1e4559d335e52bf90e743
SRR1600798,1021bcc676957851fdf40e5e3ccefb1e
SRR1606853,7fdeea6ba985d6705eb52766115d2a21
SRR1600688,55dac4b8033be8f60efaa810c558c7fd
SRR1602318,8958f82123f0f0904385179160147a89
SRR1606512,2dd114eec505bb171bfffe09da9c885d
SRR1600663,3f480a5eebc370fd09dbeb37ee808214
SRR1601584,81b9ea29a9155b65f811f6c8266fd28a
SRR1606728,d8da66dc2ab8ef6aaffb77e2b1e418b1
SRR1600994,d52e7a75db0efed9202794c90aa54935
SRR1601549,c03288bf28a17243bc376e42b7c2bd0d
SRR1607044,51a265bd6f923962adada6024e32fbec
SRR1607117,d682ecc986ef49b42a4b2288418d3869
SRR1607113,17d238cf5c52064bd432880e177e94a6
SRR1606417,b166ea1d0b05134edf0f1f5d5bdf95b2
SRR1606522,5dcce9efc8033f748fdfa1ddae7e268a
SRR1605604,0ddcfcdb9fc7f5c384a1fdb04266b2dc
SRR1606579,b3b1c0ea01a1c9a37f4dad2dc6d80b50
SRR1605508,80b533afc5272fc94a392841bf97d36f
SRR1607220,449ee073048868464b68dfa1dbbc75c0
SRR1604700,d27ccbf2928dcdc096913ab60ef7a0a5
SRR1598164,e8816ac12f81b741d201f16b18509fa4
SRR1599562,7cedc51524366643d697b697ac2e5fb8
SRR1599564,2e6f4b2b4896b1e677e4402a3c5c1503
SRR1596861,70296d1533cf2fafc245781e2fb56503
SRR1597015,86f1c658474192fe12b9377ce7143cd3
SRR1599475,2381210d8f45b4a33ddf55000f33fdc9
SRR1596954,56a30c077b5e83ba46313dc01f78eb46
SRR1596868,bf4159e6b96e3b24c5ffa90473539168
SRR1597180,9313710d4d0e9bdc192780d7d47fb158
SRR1597218,27b6fee5e51051586f98367667d7db5b
SRR1601208,d7d89b5c515fb3fef9f2afba4b4e3943
SRR1601225,d8408660e2bc377b67d161845f0d943c
SRR1597404,28db58d5092cf29740d6ee974986a793
SRR1597714,e0af0877de3fe2c079b13bc0dac9e548
SRR1606984,2085c18d9adb33d6602e7fd10b14cd1f
SRR1600502,cc07765ea42ed152ab4b5ea7fba36330
SRR1603805,936b75a09ee294b903711d913a4311a5
SRR1598495,a26b2e2b2cb38bd011423823ef59d3fa
SRR1598570,e74aebba589c43cee0ed96560228e162
SRR1600445,f6cc9602e3eeb584052cba9d0268de31
SRR1600448,4de2601d8f61ec0c2b8532d5a3fdcca6
SRR1602454,fa6d90882b9a566bbf8856a8f8d75859
SRR1602450,512485dfce93205d8461046e89cf8d2c
SRR1600439,5a703c9bcf62a146a9af7fcfde06bdd9
SRR1599289,880902e5157f08980fcffcd982d7858f
SRR1596784,ffa82455e3dabb9f65c318d83179f0ad
SRR1596776,5a95650927323960c0f1a5da6e9f5d77
SRR1597846,a4fc6e78c655198984d126dbf784ef81
SRR1601777,a3c54baf5489a980c93f11d2dc685324
SRR1601867,1e4ec78d9380a8954bb99ac327c8925f
SRR1598365,e2fec4b310075fa0b366b26a55d04718
SRR1600670,033e347fe9d61804e358f75a40914e69
SRR1602246,93f649da97b09af2c1f7c05daffd923e
SRR1606872,fe590f4311b4b41fbea8682bd3a3cb2f
SRR1606906,e4f5304c15d68a69973dd01b76c961cf
SRR1607096,1626a1a3a9c259e072d780dbdea01588
SRR1601719,93a34785ea1ead7fd4807152eac086b5
SRR1597340,745104fa0cc872ecbfe12f0ca6e0a97c
SRR1598354,4885e68a532080f7de74fce117f46e98
SRR1598244,c9ca4ef8404c0251041f40073f1dff31
SRR1603612,ea8604081f34b8f9ae7e07ae43364cc6
SRR1598235,190d848101dd9b0958cd9c38b6b0f285
SRR1598350,9b55db5214b32dcc3559517a11fe10c0
SRR1598222,6f0219fb80e49900459dc8eaaf9aed5f
SRR1606917,e6aecd68a5e2dc1b050e014c74134765
SRR1603941,401a24a0712634b03d543fd359766f55
SRR1604109,c2db3de3bbfc9f3906ef9d932ce53a66
SRR1598231,a00dfd061f33058343143276517f5a74
SRR1604758,6eeea0cc8004435d2c58876bd228d2cb
SRR1597982,658f9804e5622f623320433ae7f6f2ce
SRR1602999,6459822508a974761fabe46e0228754a
SRR1598545,8bc3266cde243ab5db2a9dbf0bb9325d
SRR1602035,e80a4d25c54ebf6c48789882c1c9c2a5
SRR1602832,cab7e6e63e7b0368f88b0776e172f1f9
SRR1598521,434a017cc59a792131ca984c49c384a9
SRR1601925,ea3e607859925618761d05e30caaa3c0
SRR1606885,77f53834e470d6cde4ac1fd2fae08f59
SRR1601259,4cc375eb9e1f1d6389b08d71eed3a805
SRR1598557,e61423bb710ce8c745b7639a7a2b6ddd
SRR1598560,d470821873b28ee2aef2ecc062868dfa
SRR1602834,d41981ceb2b97b0615b3b50f83b155a8
SRR1607254,2374a2d4c34613b4005c265fcab1b9cf
SRR1606603,f8f8539a6d99c0e7400517214763a71d
SRR1604015,04cbcee7569017969596b5062aad445e
SRR1605622,3b230efe222b294e86236bcab3da7f3f
SRR1601096,70ddf5469f932c6500bf81c1e8d539a3
SRR1607159,64e4db13127f699173fc48354d571d35
SRR1607160,2e3536197dbad14b5e0806c7d823475f
SRR1606386,fa6e0ec64560463975b4f21ce8f8e511
SRR1601642,309b40239a00c5da2390e5abe363efae
SRR1600582,113401a020527a7f6b3d60b8139cfa7e
SRR1607155,d1dd20af8b9ec8348740d7f758ba1fe8
SRR1606351,d3f018ec3160b0f6256c2c99c31f2e06
SRR1602409,b0fdcefe8590af996b3e632c65a72498
SRR1602302,9db76cd0183c02b2c268160bb1c4a250
SRR1606477,718f93621027c5d491588e00d4866964
SRR1605589,e4b4e299c4115d4b7a7a920b588ba042
SRR1606709,d6c56b96c777ed40c1976ceb57362e11
SRR1600724,dd39caed47d98e4397faf6914322fcfc
SRR1605655,c715a6235ff1f82ab0477005a3db782b
SRR1606779,6d671d7335f8dc0899051fc06685b772
SRR1601542,bed01b742fca2d4c66101589513ecb4e
SRR1600749,ada42ecb0f934dd80d60fc7014b431ca
SRR1606742,b6e973e8e4982963e514d6ecaf83d39c
SRR1600671,2ab4d668f3008bebda8db9b2b494e53c
SRR1600725,f4128c82cdb8391bef8beca1864b7037
SRR1600693,aeb1e27a7e1af1d75f2aeec56ac61ab1
SRR1600616,1d0b1346c1b2acca63d3d61ebf2a50c3
SRR1605559,994d214e77eea587eb40357230577c51
SRR1606450,97069bd44a678ba439534e958c3e31f3
SRR1606436,406781dfc1015baf801a7605fd11ccb7
SRR1606528,06050abecb5b1fdeabb05aa148cb503e
SRR1605513,5e351acebde5eba3b06ec0991608fc0b
SRR1606503,b793f60baf528b4514d27abc214b58a5
SRR1596930,983d7df876bad4e1f443a65779acb0f3
SRR1607197,cf2512600b1ad8371289bbcf99806a8e
SRR1596927,7427bfb0aecd9d27eceb6bb3480f480e
SRR1602099,4815e89d443760ed18b4bcf618c55ad4
SRR1597057,f1d8c0dfc10c32b9076f723712a39b62
SRR1596857,eb3aa0d746a54729a203afa160cfd041
SRR1597186,da34ccf317fb41072a763ce1abbf4b1d
SRR1605169,de1b60a4bdf6993eee315975a5ec033f
SRR1597391,7054a5b784fb75ffdfa9dc120c9e6b3d
SRR1597587,1f073aa7d8d8eaf3d6ede0f638e89822
SRR1597702,12fcd95c1de5a9a23d151568213c2b08
SRR1600199,8e0a4fa4aa2041c524bd32ca7b93b1e5
SRR1597423,399c4ff92e294bf425a50243d74d293a
SRR1597707,5b4853a90cd8a68e78c00642ff8f3a62
SRR1606437,8535d839a328991438fe38b5118cea57
SRR1597302,7902e7e8b109507c701373a417eeffde
SRR1600585,1252fec01d394104b32ed2183418a19e
SRR1596707,d4863103a38b02137266f6324039cfd1
SRR1600401,a7f498ca8956197e82188b60568f0427
SRR1599290,e5718ddc2177d361ab237bf6eb4aa27a
SRR1599288,f8e36e38d0e44012bf33e05a808ccf79
SRR1600387,af1edcca2db5a5de228caeb0859d43f3
SRR1600383,0d4670d1c66cbe588c7da6a92c84720e
SRR1599292,2b35136a32185883f29c3b725527defb
SRR1596790,4888424da1d5a2c4562f0042d0cea0a9
SRR1601811,fa0c9ae3573b4969543d7c6706448a66
SRR1601789,e7e8d50dc34c6336bca67902ac16d01e
SRR1597848,2087075ea3a7726469ab6da23e135120
SRR1597838,a8cf19e334402cdd19a2e1f305a015f9
SRR1597863,415b16ede13e794b49e147eb587435b3
SRR1607006,762410cc89749c6d19e8f1c2d81ae218
SRR1605160,0924f87df115a57c5e7a4b31c05d798b
SRR1602236,1f10a9dd9802efb8a96b1464eeaa2ba7
SRR1605141,a67af4a5d5a33a289d9f5804f70fa233
SRR1597654,2a351d7abd9efcde72bb6331880c3f62
SRR1597339,f92b025c2dbbdd7b6022fc108c8b34e8
SRR1598252,ab80eb4448e21b3b46e7b36a0e0d0b49
SRR1603824,5a41385abd065378f83f124fae5bcef6
SRR1603839,d369fa2750b57cf4be82677991642166
SRR1598129,892d1aa4702ebd323da1a205c807d2e8
SRR1604101,7213d511fc60c07da1f34c2927338f3e
SRR1598283,704bb20f57360fb6e108e4860d0d3aa9
SRR1598376,47b419b1f29f1b3e9ba1454ffb4b95d7
SRR1603606,1da6a89313dd545536ff38c7a6334900
SRR1598202,6094f45ab6b0a92c1de543444a7a3a41
SRR1598196,51c08c1217a2004d639485d7381085cf
SRR1601343,1491ba40bf3b2d7e3e31944c3fad441d
SRR1604414,4fbf9cce3da3e48db2df131d816ab6bc
SRR1607093,9d2d518a5901ac32c26b135c87da6abb
SRR1602890,575d71d382354b0f818e64a4f1f29c8d
SRR1598554,a45d7d1d7025a0be7b3a23f4c80cdfe2
SRR1598507,875e251920000ea461bee3eef80535d7
SRR1604350,e084c7c1a4eb5b40d77b7bc758fff4f9
SRR1602837,7ebd3c652573557e8ab03c274cd8abc3
SRR1598579,212ceb40c0715df3fe7770aca40e1da4
SRR1602003,3d65de78bf3f36213e6d01baf6f5ea57
SRR1602062,b20ad741db04d5e1ab3fdef5a300c158
SRR1603406,71993086d329fbf3a6fb7ea90e5eedd5
SRR1598057,999342779a87c5857b00a5abfdc452da
SRR1601167,c0cdee34e5bf574df7c5e32ab15a1c6d
SRR1600469,d0fca86124cf96d009ac246ea0252340
SRR1600493,bf5456c97c88e7ee968962d36ced1e87
SRR1596659,0563b3ec9a46f908a16cfbda18812408
SRR1597603,6132b682b23ffd152f9bca1f83d14500
SRR1606455,75de3e8255d6abebbb340c42fae9c301
SRR1597635,fb56e5e928b2ef4a2f77bdec44ebbb51
SRR1597451,b6bfd0f9c51c0ce65bb28ab3adc8bee2
SRR1597522,617fc7f0fec92f00cff9f03911b0593d
SRR1597540,07dc8402f4bbe54255252219b6908a05
SRR1601713,9a9357c050c83152caaa17c62d4ab730
SRR1602433,10053ca4b5e6c3d372c5b5277f82753f
SRR1607118,270c76185be893825f6c9b1a4e093981
SRR1602270,570925bb08f8e3dba6c08e2032af1aea
SRR1601699,7db66ebaf0672ab4449364d38491fb51
SRR1600676,f4dd3eb5fb1963fac17ac97047c31130
SRR1602301,261db9496bd5d1a361b1729c68621e0a
SRR1602397,4a9444ec30783829716f1e88a7d03077
SRR1602440,67a7c4e0914c6946d4068909643576fb
SRR1606662,0210ec0fe487c86944b472ff07ddfb7b
SRR1606652,5f3310e163464d7637a0412503d2d581
SRR1601560,e1c194a796ab10ba3e8ee7a2daf5306e
SRR1600788,8d31e2b28bfa3dc3cd37194a7978f974
SRR1606392,d2e66a73301b9bd66cb09d15ff5c54fc
SRR1600770,c375f187b657a09024e0ebe18182d23d
SRR1607217,57559f8e21dba45070e67a2659ded016
SRR1600690,d2f60c7f6cbb578b4dc5d4be4aba4e9b
SRR1606555,a9c286803d78c1021ab1d61192289188
SRR1600703,8220d5d0eaa73cb9c04978f7f39ad3dd
SRR1600942,aa582c347d600e36dcebd840adf12ffc
SRR1606783,520127d39a4bc4afad631bc5b8481e40
SRR1600956,2dc9e0525814d26f2a150650e040bd4d
SRR1607251,bf5dc9da2bd3dde5e0325723bb1c233e
SRR1602125,2971a0473ff30ad94bbc814427a9b09f
SRR1596860,f653e5d40d5477c7cbda7b685c250d97
SRR1606963,d74755a78bc1929e5a2fbb4aa944d79c
SRR1602075,3f74bad28e450a4f5a0367a27f47c848
SRR1599583,2980f7b870dd36f2609f8514e2a4dcd3
SRR1596847,e99db8754f49c877dc397600c648afef
SRR1597034,712808e31818f9289d092ab908b42311
SRR1596902,dfa59f1492087bbe5532a3f9b2a17623
SRR1596886,932f96249602ff1d50acef8d3aadae00
SRR1596916,26a462ba52ca934c1d75e69e2ccb8455
SRR1596917,e48068ec7f2646171f6f3f7fd97b5ee2
SRR1597076,d2a5d3b6782530de6d0322a8a905de04
SRR1600865,b1ac4ebbfc1657986205035b2e5bbb42
SRR1597172,e010c9e85dc2fe623d7436cd12163391
SRR1597257,5135cd34d75d3a278ebd35660111cd01
SRR1600816,b95a66946f02f7465ef9297b411fb1a5
SRR1597192,d37b6eb6114cfcf76687d32221af7744
SRR1600230,044ec092a73b102526fbb97df1a29f8c
SRR1605155,5e5dd34ac1a982b33ec0d219f4d2d786
SRR1605201,53fb2409cf29c6757c6aad14131f014b
SRR1605544,358e87805a760f6e1ae7a5b947f2f651
SRR1606467,a20001db3071d3e386008f2def545f94
SRR1599880,8689d0f7962fd2b9627b7ca8cfece9af
SRR1600248,026392a6c84f7985a042f76c092b1c94
SRR1607229,ff4caa0dcc103f97af7991f0d38173fe
SRR1600034,3a6644adc847e39715001abd4863dd69
SRR1598537,258257f1999fa09683a1872cf9f208cb
SRR1600455,14ec10f4183f41805e93967288f66cae
SRR1596667,11e7d431e249fd38fca1bc172bbe8123
SRR1596663,fd5412c2bf6abb7e9cf9826f3c9476f9
SRR1596668,96d72337c4b65b87d4bc09c9d0541a1c
SRR1600367,621f1e40ae2b2e3846c549893b5f26bf
SRR1599419,35dbf834d7fdfd8d8caa4d70558a3de3
SRR1599429,0eb34c59dac6074916045dc036b16c41
SRR1606533,c2c423d259d872aa8ed93ee65d191ac9
SRR1596791,144e42afa5b45e701d186eb4d2830ff5
SRR1596750,88ac4c9cf15987541e1d581cd9d12a37
SRR1596778,8cd67446562c3da48089a43233130cf2
SRR1606343,09926bb6720992d3fb7629eb718220fd
SRR1601775,7dab423a3baf61bac6122d57e35075c6
SRR1601817,d4fdb0b09b03d7ec51ac9a5db948712a
SRR1601815,5a29d9e1ba05e7a76e7865e16d7f3041
SRR1601791,1a915514c60c00c7796a0487bedbb28c
SRR1601851,6d3ea37ff845331036f17c52f1a847d6
SRR1606943,96054c484f2182fbd44c43275bbc7ec9
SRR1606405,3cf6b26aab98429a2da3daa48314b04f
SRR1606712,388f6ee095f2f8d880def150fa19c672
SRR1605534,ade6a154de842fe9ef57e73b266e78ae
SRR1605531,28925caadddc1c3936b54aec60fc2cde
SRR1607270,b182a1af45ea681f9c16ec1be6b1978a
SRR1602234,774b7ba883cc2cae2302b8304442aacb
SRR1605623,bf5765c61c329dabd1c86005ab5b4ee5
SRR1601730,58050677e62a98d77b6561feec6d1745
SRR1597791,783ea6bcb5922f1a38cfab9718abd8a9
SRR1597759,d02cdde7725136a4473d89b7ad9befe3
SRR1597793,66bda790b16eecb3aff8f5c73520d592
SRR1597331,70737f7f12765f359aa3941078d55bb8
SRR1603850,9f11a247b77e8fb76780dfe6322f682c
SRR1598255,7d3c0020a72b899761a07ee07b88f6aa
SRR1603620,920bc5c36128a1ac27f9544341994c89
SRR1598207,cce789fc1ec08baebb11b31c03fe163f
SRR1598206,661b4302ba895e0a79aeb255dc721256
SRR1604267,4f4f471871f132a6362c896c705d5d5d
SRR1603914,225770bce47ef62911dff8eff277d9a4
SRR1601354,3b19060047e404733d99ee4aedf7e931
SRR1607005,089fc9ce9131b395cada3678d4b358a5
SRR1607046,66b85202e10c67dd131c651c88e09550
SRR1603416,9ca7877d99c7483ed2b32ea374189ecb
SRR1604591,f4bf7ee047a62e492bbfe4d880e0086d
SRR1598022,8f1ad1276aa23930078616c470243b17
SRR1600536,04470c5bd1a0b3bdddbff2a22a8511cc
SRR1604794,58263f0a96e7fc2c967376087cb7114a
SRR1602033,74cf3d038579bc936fd17852ce16541d
SRR1598037,ae5f51e7130c91303e3bdc5380cb5ae7
SRR1598502,916ef5605fb90239680dcbf1c448781c
SRR1603798,98d473d086ff4567e710ee9660cd21d0
SRR1597978,167384a005e9ab8d37a6693d125d5dbc
SRR1603210,f86a7101161a7a61f0132f294fb72861
SRR1598551,cafc38830602f676ee5690adbeb83af3
SRR1601953,37aedc356af76d31c9f21bb2d823ba15
SRR1601184,1e735329f834ff61b492fb516db7d652
SRR1598520,803478001e1e5ec92e37948e4c77ee5f
SRR1597931,2a829242c5187073f775c40b97db6230
SRR1602005,873d3384c434c458731b18d79fc2c8d4
SRR1601927,d5cf258d732b2edc7be9dc57de5d43cb
SRR1600420,5693b769bd4aa39b0db8d6b4f9b32de4
SRR1599344,3224e5702779e1c7e232dc716e091ead
SRR1605675,79b284a85ea740d2f73e03577da123fd
